Order_ID,Order_Date,Customer_Name,Email,Phone,City,State,Product,Category,Qty,Unit_Price,Discount,Payment_Mode,Order_Status,Delivery_Date
ORD1227,15-01-2025,Rohit,rohit73@gmail.com,9753446036,Lucknow,UP,Bottle,Home,2,499,10,NetBanking,Returned,22-01-2025
ORD1228,06-03-2025,Priya,priya72@gmail.com,9286654600,Bengaluru,Karnataka,Shoes,Fashion,2,499,15,Wallet,Pending,12-03-2025
ORD1229,06-06-2025,Rohit,rohit55@gmail.com,9202480572,Jaipur,Rajasthan,Bottle,Home,5,499,10,Wallet,Returned,10-06-2025
ORD1230,23-01-2025,Priya,priya62@gmail.com,9703144165,Delhi,Delhi,Shoes,Fashion,3,4999, ,NetBanking,Delivered,02-02-2025
ORD1231,07-05-2025,Neha,neha57@gmail.com,9311923454,Lucknow,UP,Bottle,Home,2,499,0,UPI,Delivered,10-05-2025
ORD1233,23-04-2025,Amit,amit78@gmail.com,9170597569,Delhi,Delhi,Bottle,Home,4,999,20,NetBanking,Pending,30-04-2025
ORD1234,20-02-2025,Rahul,rahul71@gmail.com,9252370625,Mumbai ,Maharashtra,Mouse,Electronics,4,2599,20,COD,Delivered,27-02-2025
ORD1235,10-06-2025,Rohit,rohit82@gmail.com,9786681008,Mumbai,Maharashtra,Laptop,Electronics,5,9999, ,Wallet,Returned,18-06-2025
ORD1236,30-03-2025,Sneha,sneha52@gmail.com,9467598211,Pune,Maharashtra,Shoes,Fashion,5,4999,20,UPI,Returned,08-04-2025
ORD1237,08-02-2025,Sneha,sneha64@gmail.com,9609840956,Delhi,Delhi,Mouse,Electronics,5,2599,10,NetBanking,Pending,12-02-2025
ORD1238,13-02-2025,Sneha,sneha20@gmail.com,9215923777,Jaipur,Rajasthan,Chair,Furniture,3,2599,20,Wallet,Returned,22-02-2025
ORD1239,02-02-2025,Amit,amit99@gmail.com,9298132383,Delhi,Delhi,Mouse,Electronics,4,4999,20,COD,Delivered,09-02-2025
ORD1240,32-13-2025,Rahul,rahul41@gmail.com,9473396808,Pune,Maharashtra,Laptop,Electronics,1,1999,10,Wallet,Pending,22-03-2025
ORD1241,13-04-2025,Rahul,rahul74@gmail.com,9266228954,Delhi,Delhi,Chair,Furniture,5,1499, ,COD,Cancelled,15-04-2025
ORD1242,18-06-2025,Priya,priya44@gmail.com,Unknown,Bengaluru,Karnataka,Chair,Furniture,4,9999,20,NetBanking,Returned,22-06-2025
ORD1243,20-01-2025,neha  ,neha72@gmail.com,9384057702,Lucknow,UP,Chair,Furniture,5,999,0,Wallet,Cancelled,24-01-2025
ORD1244,19-01-2025,Amit,amit54@gmail.com,9855809712,Mumbai,Maharashtra,Shoes,Fashion,5,499,10,Card,Pending,23-01-2025
ORD1245,20-04-2025,Rahul,rahul89@gmail.com,9549999839,Delhi,Delhi,Chair,Furniture,5,1499,10,COD,Pending,29-04-2025
ORD1247,28-06-2025,Amit,amit15@gmail.com,9343013197,Delhi,Delhi,Chair,Furniture,5,1999,5,Card,Delivered,01-07-2025
ORD1248,13-06-2025,Priya,priya58gmail.com,9202774742,Bengaluru,Karnataka,Mouse,Electronics,3,4999,20,Card,Pending,19-06-2025
ORD1249,17-04-2025,Vikas,vikas45@gmail.com,9491984023,Mumbai,Maharashtra,Mouse,Electronics,5,499, ,COD,Cancelled,19-04-2025
ORD1251,26-06-2025,Neha,neha24@gmail.com,9849220357,Mumbai,Maharashtra,Watch,Fashion,3,1999,20,Wallet,Cancelled,05-07-2025
ORD1253,27-03-2025,Priya,priya3@gmail.com,9739892616,Pune,Maharashtra,Laptop,Electronics,5,1999,0,NetBanking,Cancelled,01-04-2025
ORD1256,02-01-2025,Rahul,rahul71@gmail.com,9808851312,Mumbai,Maharashtra,Laptop,Electronics,2,499,15,COD,Pending,07-01-2025
ORD1257,23-06-2025,Vikas,vikas26@gmail.com,9828811528,Mumbai,Maharashtra,Watch,Fashion,-1,9999,15,COD,Returned,25-06-2025
ORD1258,13-02-2025,Neha,neha55@gmail.com,9196604908,Lucknow,UP,Shoes,Fashion,2,4999,15,NetBanking,Delivered,21-02-2025
ORD1259,21-03-2025,Rahul,rahul55@gmail.com,9414758374,Delhi,Delhi,Mouse,Electronics,5,999,0,Wallet,Returned,23-03-2025
ORD1260,20-02-2025,Sneha,sneha41@gmail.com,9970915750,Delhi,Delhi,Bottle,Home,-1,1499, ,Wallet,Returned,26-02-2025
ORD1261,21-03-2025,Rahul,rahul40@gmail.com,9141105701,Bengaluru,Karnataka,Laptop,Electronics,-1,1499, ,COD,Pending,27-03-2025
ORD1262,29-06-2025,Sneha,sneha24@gmail.com,9282445351,Pune,Maharashtra,Bottle,Home,5,499,10,Card,Returned,07-07-2025
ORD1263,23-05-2025,Amit,amit89@gmail.com,9432372075,Mumbai,Maharashtra,Laptop,Electronics,3,1999,10,Wallet,Returned,31-05-2025
ORD1266,12-04-2025,Sneha,sneha10@gmail.com,9408316749,Mumbai,Maharashtra,Shoes,Fashion,3,499,15,COD,Delivered,16-04-2025
ORD1267,09-01-2025,Neha,neha54@gmail.com,9588418445,Mumbai,Maharashtra,Mouse,Electronics,4,499,10,Wallet,Cancelled,17-01-2025
ORD1268,12-02-2025,Neha,neha99@gmail.com,9434349945,Jaipur,Rajasthan,Watch,Fashion,3,9999,20,UPI,Pending,18-02-2025
ORD1269,07-03-2025,Sneha,sneha66@gmail.com,9218301286,Lucknow,UP,Mouse,Electronics,-1,999, ,COD,Pending,11-03-2025
ORD1271,12-06-2025,Rohit,rohit72@gmail.com,9387139728,Pune,Maharashtra,Shoes,Fashion,5,2599,0,UPI,Returned,17-06-2025
ORD1273,19-05-2025,Vikas,vikas29@gmail.com,9933581073,Bengaluru,Karnataka,Bottle,Home,5,999,15,NetBanking,Pending,28-05-2025
ORD1275,15-03-2025,Priya,priya71@gmail.com,9884785474,Pune,Maharashtra,Shoes,Fashion,1,1999,0,COD,Returned,15-03-2025
ORD1276,22-01-2025,Rahul,rahul20@gmail.com,9738093025,Mumbai,Maharashtra,Shoes,Fashion,1,1999,5,Wallet,Cancelled,28-01-2025
ORD1277,21-03-2025,Sneha,sneha4@gmail.com,9514685895,Bengaluru,Karnataka,Chair,Furniture,2,2599,15,COD,Returned,29-03-2025
ORD1278,31-05-2025,Amit,amit21@gmail.com,9142819354,Pune,Maharashtra,Watch,Fashion,2,4999,0,UPI,Delivered,04-06-2025
ORD1280,32-13-2025,Rahul,rahul74@gmail.com,9352557106,Pune,Maharashtra,Laptop,Electronics,4,1999,10,Card,Delivered,27-04-2025
ORD1281,19-01-2025,Amit,amit29@gmail.com,9979454031,Jaipur,Rajasthan,Mouse,Electronics,-1,1999,20,COD,Delivered,22-01-2025
ORD1282,13-03-2025,Amit,amit69@gmail.com,9644434191,Bengaluru,Karnataka,Mouse,Electronics,-1,499,20,NetBanking,Returned,16-03-2025
ORD1283,26-04-2025,Vikas,vikas32@gmail.com,9297674020,Jaipur,Rajasthan,Laptop,Electronics,5,1499,20,COD,Returned,06-05-2025
ORD1285,13-05-2025,Rahul,rahul62@gmail.com,9780966201,Lucknow,UP,Watch,Fashion,1,1999,0,UPI,Cancelled,18-05-2025
ORD1286,03-04-2025,Sneha,sneha18@gmail.com,Unknown,Mumbai,Maharashtra,Shoes,Fashion,5,999,0,Card,Delivered,06-04-2025
ORD1288,25-03-2025,Priya,priya37@gmail.com,9149442884,Bengaluru ,Karnataka,Laptop,Electronics,1,4999, ,Wallet,Cancelled,03-04-2025
ORD1289,31-03-2025,Vikas,vikas42@gmail.com,9651366276,Jaipur,Rajasthan,Watch,Fashion,5,999,0,COD,Delivered,03-04-2025
ORD1290,06-03-2025,Priya,priya70@gmail.com,9708434568,Bengaluru,Karnataka,Laptop,Electronics,-1,9999,15,Card,Delivered,08-03-2025
ORD1291,26-03-2025,Amit,amit94@gmail.com,9934522676,Delhi,Delhi,Bottle,Home,2,999, ,Card,Pending,29-03-2025
ORD1292,24-06-2025,Rahul,rahul60@gmail.com,9250231514,Pune,Maharashtra,Laptop,Electronics,2,1499, ,COD,Pending,27-06-2025
ORD1295,24-06-2025,Priya,priya27@gmail.com,9733464584,Lucknow,UP,Watch,Fashion,-1,4999,5,NetBanking,Cancelled,04-07-2025
ORD1297,18-06-2025,sneha  ,sneha36@gmail.com,9321478481,Bengaluru,Karnataka,Shoes,Fashion,3,9999,15,Wallet,Pending,21-06-2025
ORD1298,03-02-2025,Amit,amit54@gmail.com,9454902491,Pune,Maharashtra,Watch,Fashion,-1,1999, ,Wallet,Pending,09-02-2025
ORD1299,12-05-2025,Rohit,rohit84@gmail.com,9519363731,Mumbai,Maharashtra,Shoes,Fashion,5,1999,0,UPI,Returned,18-05-2025
ORD1300,25-02-2025,Amit,amit19@gmail.com,9222483704,Jaipur,Rajasthan,Bottle,Home,1,499,5,NetBanking,Delivered,25-02-2025
ORD1302,20-05-2025,Amit,amit79@gmail.com,9239911474,Bengaluru,Karnataka,Watch,Fashion,2,4999,0,COD,Returned,30-05-2025
ORD1304,17-02-2025,Priya,priya53@gmail.com,9555193174,Pune,Maharashtra,Bottle,Home,-1,1999,0,UPI,Pending,25-02-2025
ORD1305,09-02-2025,Vikas,vikas86@gmail.com,9523265367,Bengaluru,Karnataka,Chair,Furniture,4,1999,0,COD,Delivered,12-02-2025
ORD1306,05-01-2025,Sneha,sneha87@gmail.com,9217558569,Mumbai ,Maharashtra,Mouse,Electronics,1,999,0,Wallet,Delivered,12-01-2025
ORD1307,19-02-2025,Amit,amit22@gmail.com,9261952088,Bengaluru,Karnataka,Laptop,Electronics,5,9999,0,NetBanking,Delivered,26-02-2025
ORD1308,09-02-2025,Rahul,rahul41@gmail.com,Unknown,Delhi,Delhi,Chair,Furniture,2,1499,5,COD,Pending,12-02-2025
ORD1309,08-04-2025,Sneha,sneha88@gmail.com,9392114679,Jaipur,Rajasthan,Shoes,Fashion,2,1999,20,COD,Cancelled,18-04-2025
ORD1310,10-03-2025,Amit,amit7gmail.com,9303283049,Lucknow,UP,Bottle,Home,5,2599,10,Card,Cancelled,13-03-2025
ORD1311,23-06-2025,Sneha,sneha18@gmail.com,9199150123,Jaipur,Rajasthan,Bottle,Home,4,1999,15,Wallet,Pending,02-07-2025
ORD1312,03-02-2025,Amit,amit19@gmail.com,9113360501,Pune,Maharashtra,Laptop,Electronics,5,9999,5,COD,Cancelled,08-02-2025
ORD1313,12-03-2025,Vikas,vikas2@gmail.com,9296775424,Lucknow,UP,Bottle,Home,2,499,10,Wallet,Returned,18-03-2025
ORD1314,14-01-2025,Vikas,vikas8@gmail.com,9612657813,Pune,Maharashtra,Chair,Furniture,5,4999,5,COD,Delivered,17-01-2025
ORD1315,04-06-2025,Rohit,rohit38@gmail.com,9122667888,Lucknow,UP,Laptop,Electronics,4,499, ,NetBanking,Delivered,11-06-2025
ORD1318,21-02-2025,Rahul,rahul73@gmail.com,9771789560,Bengaluru,Karnataka,Bottle,Home,2,499,10,NetBanking,Cancelled,25-02-2025
ORD1320,32-13-2025,Rahul,rahul4@gmail.com,9574814751,Pune,Maharashtra,Laptop,Electronics,1,4999,10,NetBanking,Cancelled,20-06-2025
ORD1321,18-06-2025,Vikas,vikas53@gmail.com,9910821614,Mumbai,Maharashtra,Bottle,Home,3,999,20,NetBanking,Returned,22-06-2025
ORD1322,16-04-2025,Vikas,vikas30@gmail.com,9997851784,Pune,Maharashtra,Mouse,Electronics,5,4999,5,Card,Returned,21-04-2025
ORD1323,04-01-2025,Priya,priya11@gmail.com,9838548948,Jaipur,Rajasthan,Shoes,Fashion,2,9999,5,COD,Pending,11-01-2025
ORD1324,31-05-2025,rohit  ,rohit58@gmail.com,9113037103,Pune ,Maharashtra,Laptop,Electronics,5,4999,10,NetBanking,Pending,05-06-2025
ORD1325,29-05-2025,Amit,amit47@gmail.com,9397896952,Pune,Maharashtra,Mouse,Electronics,2,2599,0,Card,Pending,29-05-2025
ORD1327,23-06-2025,Amit,amit42@gmail.com,9292419662,Delhi,Delhi,Laptop,Electronics,2,1999,10,Wallet,Pending,01-07-2025
ORD1328,15-05-2025,Amit,amit64@gmail.com,9310217232,Mumbai,Maharashtra,Chair,Furniture,3,1999,0,NetBanking,Returned,21-05-2025
ORD1329,09-05-2025,Rahul,rahul90@gmail.com,9706293416,Delhi,Delhi,Bottle,Home,5,4999,20,NetBanking,Returned,17-05-2025
ORD1330,06-06-2025,Vikas,vikas41@gmail.com,Unknown,Lucknow,UP,Mouse,Electronics,3,9999,0,UPI,Pending,10-06-2025
ORD1331,23-06-2025,Sneha,sneha20@gmail.com,9561744309,Pune,Maharashtra,Mouse,Electronics,5,4999, ,COD,Delivered,27-06-2025
ORD1333,02-05-2025,Sneha,sneha67@gmail.com,9324547716,Bengaluru,Karnataka,Laptop,Electronics,4,4999,15,Wallet,Delivered,11-05-2025
ORD1334,27-02-2025,Rahul,rahul98@gmail.com,9151907626,Pune,Maharashtra,Bottle,Home,3,1999,0,Card,Returned,08-03-2025
ORD1335,08-04-2025,Rohit,rohit34@gmail.com,9113457890,Lucknow,UP,Chair,Furniture,3,2599,0,Card,Pending,17-04-2025
ORD1337,04-02-2025,Rahul,rahul58@gmail.com,9753076727,Jaipur,Rajasthan,Laptop,Electronics,4,999, ,NetBanking,Cancelled,13-02-2025
ORD1338,13-06-2025,Neha,neha99@gmail.com,9429636320,Lucknow,UP,Laptop,Electronics,5,4999, ,Wallet,Pending,16-06-2025
ORD1339,23-02-2025,Rahul,rahul24@gmail.com,9301753805,Lucknow,UP,Watch,Fashion,3,499,0,COD,Delivered,27-02-2025
ORD1340,27-03-2025,Rohit,rohit84@gmail.com,9258772494,Mumbai,Maharashtra,Shoes,Fashion,4,1499,0,Card,Delivered,06-04-2025
ORD1341,05-05-2025,Rahul,rahul93gmail.com,9182121049,Jaipur,Rajasthan,Laptop,Electronics,1,4999,15,Card,Pending,15-05-2025
ORD1343,23-02-2025,Rahul,rahul12@gmail.com,9783047502,Jaipur,Rajasthan,Laptop,Electronics,4,2599,0,NetBanking,Returned,27-02-2025
ORD1345,05-06-2025,Sneha,sneha27@gmail.com,9536056189,Delhi,Delhi,Mouse,Electronics,1,499,20,NetBanking,Returned,15-06-2025
ORD1346,07-05-2025,Vikas,vikas51@gmail.com,9654467591,Lucknow,UP,Chair,Furniture,2,9999,0,UPI,Pending,14-05-2025
ORD1347,29-03-2025,Sneha,sneha3@gmail.com,9348019295,Mumbai,Maharashtra,Shoes,Fashion,1,499, ,UPI,Pending,31-03-2025
ORD1348,07-05-2025,Rahul,rahul68@gmail.com,9857040338,Mumbai,Maharashtra,Mouse,Electronics,2,499,5,COD,Delivered,09-05-2025
ORD1349,21-03-2025,Amit,amit68@gmail.com,9794705508,Pune,Maharashtra,Bottle,Home,5,999,20,UPI,Delivered,23-03-2025
ORD1350,10-04-2025,Rohit,rohit72@gmail.com,9665886128,Bengaluru,Karnataka,Laptop,Electronics,5,9999,5,Card,Returned,10-04-2025
ORD1351,26-06-2025,priya  ,priya80@gmail.com,9924669279,Jaipur,Rajasthan,Shoes,Fashion,5,1999,5,Wallet,Returned,29-06-2025
ORD1352,23-04-2025,Vikas,vikas87@gmail.com,Unknown,Delhi,Delhi,Chair,Furniture,3,4999,0,UPI,Delivered,26-04-2025
ORD1353,07-02-2025,Sneha,sneha65@gmail.com,9559368648,Bengaluru,Karnataka,Watch,Fashion,-1,2599,10,NetBanking,Pending,12-02-2025
ORD1354,03-04-2025,Rahul,rahul12@gmail.com,9783505215,Mumbai,Maharashtra,Mouse,Electronics,1,499, ,Wallet,Returned,07-04-2025
ORD1355,10-03-2025,Sneha,sneha18@gmail.com,9117422351,Mumbai,Maharashtra,Watch,Fashion,4,999,15,Wallet,Pending,20-03-2025
ORD1356,03-06-2025,Vikas,vikas64@gmail.com,9191378164,Bengaluru,Karnataka,Laptop,Electronics,4,2599, ,NetBanking,Returned,13-06-2025
ORD1357,06-04-2025,Neha,neha91@gmail.com,9732569957,Bengaluru,Karnataka,Mouse,Electronics,5,2599,10,COD,Delivered,13-04-2025
ORD1358,15-01-2025,Vikas,vikas80@gmail.com,9139900666,Pune,Maharashtra,Bottle,Home,4,9999, ,UPI,Delivered,24-01-2025
ORD1359,03-06-2025,Priya,priya71@gmail.com,9848437643,Bengaluru,Karnataka,Shoes,Fashion,5,1499,20,Wallet,Cancelled,09-06-2025
ORD1360,32-13-2025,Vikas,vikas94@gmail.com,9394841989,Lucknow ,UP,Bottle,Home,1,1999, ,COD,Pending,24-02-2025
ORD1361,30-01-2025,Amit,amit73@gmail.com,9645486322,Lucknow,UP,Mouse,Electronics,3,1999, ,NetBanking,Pending,09-02-2025
ORD1362,13-05-2025,Priya,priya84@gmail.com,9419451949,Pune,Maharashtra,Bottle,Home,3,9999,20,UPI,Delivered,23-05-2025
ORD1364,12-05-2025,Rahul,rahul80@gmail.com,9356805063,Bengaluru,Karnataka,Mouse,Electronics,5,499,15,COD,Cancelled,19-05-2025
ORD1365,23-06-2025,Sneha,sneha38@gmail.com,9546087489,Pune,Maharashtra,Shoes,Fashion,5,9999, ,Wallet,Returned,28-06-2025
ORD1367,04-04-2025,Amit,amit5@gmail.com,9360955921,Lucknow,UP,Bottle,Home,-1,999,10,COD,Pending,09-04-2025
ORD1368,20-06-2025,Neha,neha37@gmail.com,9846729797,Lucknow,UP,Bottle,Home,-1,1999,0,Wallet,Returned,25-06-2025
ORD1369,14-06-2025,Sneha,sneha15@gmail.com,9836165631,Pune,Maharashtra,Shoes,Fashion,5,1499, ,Card,Returned,24-06-2025
ORD1370,17-05-2025,Rahul,rahul24@gmail.com,9244713912,Bengaluru,Karnataka,Bottle,Home,5,4999,15,Wallet,Pending,22-05-2025
ORD1371,04-01-2025,Sneha,sneha55@gmail.com,9125679072,Jaipur,Rajasthan,Chair,Furniture,2,1999,0,Wallet,Delivered,14-01-2025
ORD1372,04-02-2025,Rahul,rahul15gmail.com,9509340822,Delhi,Delhi,Shoes,Fashion,1,499, ,NetBanking,Returned,06-02-2025
ORD1373,12-05-2025,Neha,neha77@gmail.com,9898877941,Pune,Maharashtra,Bottle,Home,4,4999, ,Wallet,Returned,16-05-2025
ORD1375,04-04-2025,Rahul,rahul19@gmail.com,9691259107,Mumbai,Maharashtra,Bottle,Home,1,2599,0,UPI,Delivered,04-04-2025
ORD1376,01-06-2025,Sneha,sneha34@gmail.com,9409847018,Lucknow,UP,Mouse,Electronics,4,999,0,COD,Delivered,11-06-2025
ORD1377,18-03-2025,Sneha,sneha95@gmail.com,9420527618,Pune,Maharashtra,Mouse,Electronics,-1,1499,15,Card,Pending,28-03-2025
ORD1378,22-06-2025,vikas  ,vikas70@gmail.com,9986148293,Mumbai ,Maharashtra,Shoes,Fashion,4,1499,15,COD,Cancelled,24-06-2025
ORD1380,23-02-2025,Rahul,rahul45@gmail.com,9536788264,Mumbai,Maharashtra,Laptop,Electronics,4,9999,0,NetBanking,Returned,03-03-2025
ORD1381,06-02-2025,Neha,neha93@gmail.com,9427460011,Bengaluru,Karnataka,Shoes,Fashion,5,2599,20,Card,Pending,10-02-2025
ORD1382,25-01-2025,Rahul,rahul41@gmail.com,9829324614,Mumbai,Maharashtra,Chair,Furniture,1,1499,20,Wallet,Pending,04-02-2025
ORD1384,04-06-2025,Vikas,vikas93@gmail.com,9844862358,Mumbai,Maharashtra,Bottle,Home,-1,999,15,Card,Delivered,08-06-2025
ORD1385,25-01-2025,Sneha,sneha67@gmail.com,9237413851,Pune,Maharashtra,Watch,Fashion,3,2599,10,UPI,Returned,28-01-2025
ORD1386,02-03-2025,Amit,amit9@gmail.com,9363174202,Lucknow,UP,Shoes,Fashion,-1,2599,15,UPI,Cancelled,07-03-2025
ORD1387,23-01-2025,Sneha,sneha95@gmail.com,9193279554,Mumbai,Maharashtra,Watch,Fashion,4,9999,15,UPI,Delivered,30-01-2025
ORD1389,08-04-2025,Vikas,vikas47@gmail.com,9142891755,Lucknow,UP,Shoes,Fashion,-1,4999,5,COD,Returned,15-04-2025
ORD1391,20-05-2025,Neha,neha45@gmail.com,9753301285,Bengaluru,Karnataka,Bottle,Home,5,999,20,Card,Returned,30-05-2025
ORD1392,20-06-2025,Vikas,vikas1@gmail.com,9619221858,Bengaluru,Karnataka,Chair,Furniture,1,9999,0,COD,Cancelled,27-06-2025
ORD1395,29-06-2025,Neha,neha45@gmail.com,9291811387,Lucknow,UP,Chair,Furniture,1,499,5,COD,Pending,07-07-2025
ORD1396,09-03-2025,Sneha,sneha28@gmail.com,Unknown,Jaipur ,Rajasthan,Chair,Furniture,-1,1499,0,COD,Returned,17-03-2025
ORD1398,02-03-2025,Neha,neha25@gmail.com,9218737753,Bengaluru,Karnataka,Laptop,Electronics,3,1999,0,NetBanking,Cancelled,08-03-2025
ORD1399,06-01-2025,Neha,neha99@gmail.com,9936830524,Pune,Maharashtra,Chair,Furniture,3,1499,10,UPI,Returned,16-01-2025
ORD1400,32-13-2025,Rahul,rahul47@gmail.com,9349245979,Lucknow,UP,Bottle,Home,4,1999,20,Card,Returned,32-13-2025
ORD1401,17-06-2025,Rohit,rohit47@gmail.com,9281394007,Delhi,Delhi,Laptop,Electronics,4,1999,15,COD,Returned,19-06-2025
ORD1402,15-06-2025,Rohit,rohit82@gmail.com,9529644273,Jaipur,Rajasthan,Laptop,Electronics,1,1499, ,COD,Returned,18-06-2025
ORD1403,15-04-2025,Rohit,rohit30gmail.com,9450277671,Jaipur,Rajasthan,Chair,Furniture,4,1499,15,COD,Cancelled,17-04-2025
ORD1404,11-04-2025,Sneha,sneha22@gmail.com,9434292317,Mumbai,Maharashtra,Laptop,Electronics,4,1499,5,Wallet,Cancelled,20-04-2025
ORD1405,07-04-2025,amit  ,amit80@gmail.com,9897156362,Mumbai,Maharashtra,Watch,Fashion,1,1499,0,Wallet,Returned,13-04-2025
ORD1406,24-01-2025,Neha,neha53@gmail.com,9256072372,Bengaluru,Karnataka,Watch,Fashion,5,4999,10,UPI,Delivered,26-01-2025
ORD1407,17-01-2025,Rahul,rahul1@gmail.com,9762627881,Bengaluru,Karnataka,Chair,Furniture,5,1999,20,Card,Cancelled,22-01-2025
ORD1408,13-02-2025,Neha,neha66@gmail.com,9629553838,Jaipur,Rajasthan,Mouse,Electronics,5,2599,20,Wallet,Returned,21-02-2025
ORD1409,06-02-2025,Priya,priya1@gmail.com,9526867921,Delhi,Delhi,Watch,Fashion,4,9999,5,Wallet,Returned,08-02-2025
ORD1411,13-01-2025,Sneha,sneha95@gmail.com,9918096448,Mumbai,Maharashtra,Laptop,Electronics,1,1999,15,COD,Pending,16-01-2025
ORD1412,24-04-2025,Vikas,vikas28@gmail.com,9954928448,Mumbai,Maharashtra,Watch,Fashion,5,1999,5,COD,Pending,03-05-2025
ORD1415,22-05-2025,Vikas,vikas88@gmail.com,9567074339,Jaipur,Rajasthan,Mouse,Electronics,-1,1499,0,Card,Pending,27-05-2025
ORD1417,04-01-2025,Rohit,rohit91@gmail.com,9485740696,Delhi,Delhi,Mouse,Electronics,4,4999,0,UPI,Pending,13-01-2025
ORD1418,05-04-2025,Sneha,sneha54@gmail.com,Unknown,Jaipur,Rajasthan,Chair,Furniture,4,4999,0,NetBanking,Returned,13-04-2025
ORD1419,23-06-2025,Rohit,rohit64@gmail.com,9562675135,Jaipur,Rajasthan,Chair,Furniture,3,1499,0,Wallet,Delivered,01-07-2025
ORD1421,14-03-2025,Vikas,vikas31@gmail.com,9183431745,Mumbai,Maharashtra,Watch,Fashion,4,999,10,NetBanking,Pending,21-03-2025
ORD1422,09-05-2025,Amit,amit95@gmail.com,9157480200,Delhi,Delhi,Watch,Fashion,5,4999,5,NetBanking,Cancelled,15-05-2025
ORD1424,29-03-2025,Priya,priya48@gmail.com,9166100655,Bengaluru,Karnataka,Laptop,Electronics,2,9999,20,NetBanking,Cancelled,04-04-2025
ORD1425,11-02-2025,Priya,priya36@gmail.com,9830537173,Delhi,Delhi,Chair,Furniture,-1,4999,20,Wallet,Pending,11-02-2025
ORD1426,19-06-2025,Priya,priya86@gmail.com,9338976081,Pune,Maharashtra,Laptop,Electronics,5,1499,10,COD,Delivered,26-06-2025
ORD1427,14-02-2025,Sneha,sneha25@gmail.com,9764093062,Jaipur,Rajasthan,Watch,Fashion,5,9999, ,NetBanking,Pending,22-02-2025
ORD1428,02-04-2025,Priya,priya27@gmail.com,9575383484,Jaipur,Rajasthan,Bottle,Home,5,499,5,Card,Cancelled,08-04-2025
ORD1430,13-02-2025,Sneha,sneha17@gmail.com,9770563699,Lucknow,UP,Watch,Fashion,5,1499,20,Wallet,Cancelled,16-02-2025
ORD1431,05-02-2025,Priya,priya43@gmail.com,9340031993,Bengaluru,Karnataka,Shoes,Fashion,2,999,5,COD,Cancelled,15-02-2025
ORD1432,12-03-2025,priya  ,priya19@gmail.com,9337719495,Mumbai ,Maharashtra,Watch,Fashion,-1,2599,15,COD,Delivered,18-03-2025
ORD1433,16-04-2025,Sneha,sneha19@gmail.com,9818263600,Jaipur,Rajasthan,Shoes,Fashion,5,499,15,UPI,Cancelled,20-04-2025
ORD1434,12-01-2025,Vikas,vikas94gmail.com,9723823343,Jaipur,Rajasthan,Chair,Furniture,5,1999,0,Wallet,Cancelled,20-01-2025
ORD1435,05-03-2025,Rohit,rohit67@gmail.com,9653409026,Lucknow,UP,Laptop,Electronics,5,4999,20,NetBanking,Cancelled,08-03-2025
ORD1436,22-06-2025,Amit,amit73@gmail.com,9568733492,Lucknow,UP,Watch,Fashion,5,999,15,UPI,Cancelled,01-07-2025
ORD1437,01-06-2025,Vikas,vikas1@gmail.com,9541696034,Bengaluru,Karnataka,Bottle,Home,4,2599, ,NetBanking,Cancelled,09-06-2025
ORD1438,14-01-2025,Priya,priya40@gmail.com,9861729728,Delhi,Delhi,Bottle,Home,2,499,0,COD,Cancelled,19-01-2025
ORD1439,22-05-2025,Rahul,rahul34@gmail.com,9519365466,Lucknow,UP,Mouse,Electronics,5,1499,0,NetBanking,Delivered,29-05-2025
ORD1440,32-13-2025,Rohit,rohit72@gmail.com,Unknown,Pune,Maharashtra,Watch,Fashion,2,4999,15,NetBanking,Pending,12-02-2025
ORD1442,15-01-2025,Sneha,sneha75@gmail.com,9866056523,Mumbai,Maharashtra,Watch,Fashion,4,999,15,UPI,Cancelled,22-01-2025
ORD1443,14-02-2025,Sneha,sneha36@gmail.com,9605647471,Lucknow,UP,Watch,Fashion,1,1499,0,Card,Pending,16-02-2025
ORD1444,02-04-2025,Priya,priya86@gmail.com,9417981729,Delhi,Delhi,Bottle,Home,4,9999,20,NetBanking,Pending,08-04-2025
ORD1445,04-05-2025,Vikas,vikas38@gmail.com,9704800143,Pune,Maharashtra,Mouse,Electronics,3,499,5,COD,Delivered,12-05-2025
ORD1446,07-01-2025,Rahul,rahul36@gmail.com,9844906787,Mumbai,Maharashtra,Shoes,Fashion,3,1499,15,UPI,Cancelled,14-01-2025
ORD1448,17-06-2025,Neha,neha6@gmail.com,9891169337,Pune,Maharashtra,Mouse,Electronics,1,4999,0,NetBanking,Cancelled,19-06-2025
ORD1449,19-05-2025,Priya,priya54@gmail.com,9920350446,Bengaluru,Karnataka,Bottle,Home,4,1999,20,UPI,Cancelled,22-05-2025
ORD1450,13-04-2025,Sneha,sneha82@gmail.com,9992015680,Pune ,Maharashtra,Mouse,Electronics,-1,499,5,Card,Cancelled,13-04-2025
ORD1451,14-05-2025,Rohit,rohit33@gmail.com,9106492183,Lucknow,UP,Watch,Fashion,-1,1499,10,NetBanking,Pending,24-05-2025
ORD1452,23-05-2025,Rahul,rahul40@gmail.com,9125077784,Delhi,Delhi,Laptop,Electronics,5,999,10,Wallet,Cancelled,02-06-2025
